Chr,Index,Beta,Pval.,Pval_adj.,Statistical_Power
chr2,60721491,-0.0041855731805557385,0.8326,0.9392618036318868,0.9793
chr2,60721492,-0.00418557317564951,0.828,0.9374661654135338,0.9589
chr2,60721493,-0.004185573170671489,0.8312,0.9392618036318868,0.9334
chr2,60721494,-0.004185573165627465,0.8318,0.9392618036318868,0.8786
chr2,60721495,-0.004185573160520252,0.8344,0.9392618036318868,0.8238
chr2,60721496,-0.004185573155350125,0.839,0.9392618036318868,0.8126
chr2,60721497,-0.004185573150115625,0.8382,0.9392618036318868,0.8189
chr2,60721498,-0.004185573144814559,0.839,0.9392618036318868,0.8667
chr2,60721499,-0.004185573139444848,0.837,0.9392618036318868,0.9292
chr2,60721500,-0.00418557313400506,0.8352,0.9392618036318868,0.9834
chr2,60721501,-0.0041855731284945775,0.8322,0.9392618036318868,0.9966
chr2,60721502,-0.004185573122913534,0.8326,0.9392618036318868,0.9992
chr2,60721503,-0.00418557311726264,0.8338,0.9392618036318868,0.9998
chr2,60721504,-0.004185573111543078,0.8368,0.9392618036318868,0.9999
chr2,60721505,-0.00418557310575646,0.8374,0.9392618036318868,0.9999
chr2,60721506,-0.0041855730999048515,0.8394,0.9392618036318868,1.0
chr2,60721507,-0.0041855730939908305,0.8384,0.9392618036318868,1.0
chr2,60721508,-0.004185573088017515,0.8378,0.9392618036318868,1.0
chr2,60721509,-0.00418557308198856,0.8386,0.9392618036318868,0.9998
chr2,60721510,-0.004185573075908083,0.8372,0.9392618036318868,0.9987
chr2,60721511,-0.00418557306978058,0.8394,0.9392618036318868,0.9906
chr2,60721512,-0.004185573063610785,0.84,0.9392618036318868,0.9438
chr2,60721513,-0.004185573057403539,0.8418,0.9392618036318868,0.7634
chr2,60721514,-0.004185573051163657,0.8416,0.9392618036318868,0.5948
chr2,60721515,-0.004185573044895809,0.8432,0.9392618036318868,0.4387
chr2,60721516,-0.00418557303860443,0.843,0.9392618036318868,0.3357
chr2,60721517,-0.0041855730322936345,0.8452,0.9395733005229159,0.2495
chr2,60721518,-0.004185573025967149,0.8442,0.9392618036318868,0.1683
chr2,60721519,-0.004185573019628262,0.8448,0.9394176000000001,0.1171
chr2,60721520,-0.004185573013279786,0.8432,0.9392618036318868,0.0823
chr2,60721521,-0.004185573006924034,0.84,0.9392618036318868,0.0619
chr2,60721522,-0.004185573000562829,0.8406,0.9392618036318868,0.0501
chr2,60721523,-0.004185572994197521,0.8398,0.9392618036318868,0.0429
chr2,60721524,-0.00418557298782901,0.84,0.9392618036318868,0.0387
chr2,60721525,-0.004185572981457773,0.8392,0.9392618036318868,0.0361
chr2,60721526,-0.004185572975083874,0.838,0.9392618036318868,0.0358
chr2,60721527,-0.0041855729687069595,0.8396,0.9392618036318868,0.037
chr2,60721528,-0.004185572962326241,0.8422,0.9392618036318868,0.0418
chr2,60721529,-0.004185572955940443,0.8422,0.9392618036318868,0.0502
chr2,60721530,-0.004185572949547753,0.8416,0.9392618036318868,0.0604
chr2,60721531,-0.004185572943145746,0.8402,0.9392618036318868,0.0806
chr2,60721532,-0.004185572936731317,0.8406,0.9392618036318868,0.1075
chr2,60721533,-0.004185572930300619,0.8422,0.9392618036318868,0.1612
chr2,60721534,-0.004185572923849024,0.841,0.9392618036318868,0.2245
chr2,60721535,-0.004185572917371133,0.8424,0.9392618036318868,0.3567
chr2,60721536,-0.004185572910860829,0.8416,0.9392618036318868,0.5492
chr2,60721537,-0.004185572904311401,0.842,0.9392618036318868,0.6748
chr2,60721538,-0.004185572897715768,0.8434,0.9392618036318868,0.7859
chr2,60721539,-0.004185572891066754,0.844,0.9392618036318868,0.9041
chr2,60721540,-0.004185572884357433,0.8438,0.9392618036318868,0.9698
chr2,60721541,-0.0041855728775815,0.8422,0.9392618036318868,0.9824
chr2,60721542,-0.004185572870733603,0.844,0.9392618036318868,0.9922
chr2,60721543,-0.004185572863809633,0.8436,0.9392618036318868,0.995
chr2,60721544,-0.004185572856806919,0.8444,0.9392618036318868,0.9954
chr2,60721545,-0.004185572849724325,0.8464,0.9406179581795818,0.9936
chr2,60721546,-0.004185572842562251,0.8442,0.9392618036318868,0.9854
chr2,60721547,-0.00418557283532254,0.844,0.9392618036318868,0.9727
chr2,60721548,-0.004185572828008313,0.844,0.9392618036318868,0.949
chr2,60721549,-0.00418557282062375,0.844,0.9392618036318868,0.9009
chr2,60721550,-0.00202206082840824,0.6512,0.9089335389360061,0.8143
chr2,60721551,-0.0020219172248417457,0.6514,0.9089335389360061,0.6767
chr2,60721552,-0.0020219160620297324,0.652,0.9089335389360061,0.4366
chr2,60721553,-0.002021915651389283,0.6524,0.9089335389360061,0.2992
chr2,60721554,-0.002021915410545537,0.653,0.9094188824662813,0.1974
chr2,60721555,-0.0020219152369200695,0.6518,0.9089335389360061,0.1472
chr2,60721556,-0.0020219150970859556,0.652,0.9089335389360061,0.1122
chr2,60721557,-0.002021914976539722,0.652,0.9089335389360061,0.0894
chr2,60721558,-0.002021914867931899,0.6518,0.9089335389360061,0.0664
chr2,60721559,-0.0020219147672346826,0.651,0.9089335389360061,0.0501
chr2,60721560,-0.002021914672239075,0.6504,0.9089335389360061,0.0448
chr2,60721561,-0.0020219145818941723,0.6522,0.9089335389360061,0.0385
chr2,60721562,-0.002021914495995541,0.6552,0.9115326111318641,0.0362
chr2,60721563,-0.003690985150831513,0.9608,0.9732712573180932,0.0363
chr2,60721564,-0.0036909892460610843,0.9588,0.9732712573180932,0.037
chr2,60721565,-0.003690989448189074,0.9602,0.9732712573180932,0.0386
chr2,60721566,-0.0036909894859206206,0.959,0.9732712573180932,0.0464
chr2,60721567,-0.00369098948555276,0.9594,0.9732712573180932,0.0563
chr2,60721568,-0.0036909894739640308,0.9602,0.9732712573180932,0.0711
chr2,60721569,-0.003690989459727524,0.9596,0.9732712573180932,0.0966
chr2,60721570,-0.0036909894459052116,0.9606,0.9732712573180932,0.1345
chr2,60721571,-0.0036909894335031205,0.9606,0.9732712573180932,0.193
chr2,60721572,-0.0036909894227032313,0.962,0.9732712573180932,0.2749
chr2,60721573,-0.0036909894133738486,0.9622,0.9732712573180932,0.3835
chr2,60721574,-0.003690989405287612,0.9626,0.9732712573180932,0.5097
chr2,60721575,-0.0036909893982120193,0.9624,0.9732712573180932,0.6344
chr2,60721576,-0.0036909893919423713,0.965,0.9732712573180932,0.7387
chr2,60721577,-0.0036909893863095625,0.964,0.9732712573180932,0.818
chr2,60721578,-0.00369098938117795,0.9634,0.9732712573180932,0.8729
chr2,60721579,-0.003690989376440185,0.9632,0.9732712573180932,0.9073
chr2,60721580,-0.0036909893720114564,0.9646,0.9732712573180932,0.9285
chr2,60721581,-0.003690989367824655,0.9638,0.9732712573180932,0.9391
chr2,60721582,-0.003690989363826421,0.962,0.9732712573180932,0.9423
chr2,60721583,-0.0036909893599741134,0.963,0.9732712573180932,0.8856
chr2,60721584,-0.0036909893562335596,0.9624,0.9732712573180932,0.8076
chr2,60721585,-0.00369098935257746,0.9602,0.9732712573180932,0.7122
chr2,60721586,-0.003690989348984306,0.9608,0.9732712573180932,0.6869
chr2,60721587,-0.0036909893454377513,0.96,0.9732712573180932,0.6564
chr2,60721588,-0.003690989341926348,0.96,0.9732712573180932,0.6301
chr2,60721589,-0.0036909893384436433,0.9578,0.9732712573180932,0.6083
chr2,60721590,-0.003690989334988643,0.959,0.9732712573180932,0.5949
chr2,60721591,-0.0036909893315666435,0.958,0.9732712573180932,0.673
chr2,60721592,-0.003690989328190501,0.9548,0.9732712573180932,0.6963
chr2,60721593,-0.0036909893248822266,0.9562,0.9732712573180932,0.7222
chr2,60721594,-0.003690989321675016,0.957,0.9732712573180932,0.7549
chr2,60721595,-0.0036909893186156217,0.9564,0.9732712573180932,0.7892
chr2,60721596,-0.003690989315767279,0.956,0.9732712573180932,0.8228
chr2,60721597,-0.0036909893132138346,0.955,0.9732712573180932,0.9092
chr2,60721598,-0.003690989311066774,0.957,0.9732712573180932,0.9638
chr2,60721599,-0.003690989309478677,0.9592,0.9732712573180932,0.9685
chr2,60721600,-0.003690989308670063,0.9598,0.9732712573180932,0.9713
chr2,60721601,-0.0036909893089839374,0.9614,0.9732712573180932,0.9714
chr2,60721602,-0.0036909893110007985,0.9618,0.9732712573180932,0.9701
chr2,60721603,-0.0036909893157997457,0.963,0.9732712573180932,0.9669
chr2,60721604,-0.0036909893256268384,0.9604,0.9732712573180932,0.9617
chr2,60721605,-0.0036909893459449094,0.9596,0.9732712573180932,0.9573
chr2,60721606,-0.0036909893937441193,0.9582,0.9732712573180932,0.9542
chr2,60721607,-0.003690989555846183,0.9564,0.9732712573180932,0.9549
chr2,60721608,-0.0036909943722532442,0.9542,0.9732712573180932,0.9597
chr2,60721609,-0.004320416211788806,0.8004,0.9316139272271016,0.9657
chr2,60721610,-0.004320416208544849,0.7966,0.9316139272271016,0.9736
chr2,60721611,-0.004320416205309528,0.7962,0.9316139272271016,0.9816
chr2,60721612,-0.0043204162020586915,0.796,0.9316139272271016,0.9876
chr2,60721613,-0.004320416198763844,0.7962,0.9316139272271016,0.974
chr2,60721614,-0.004320416195389232,0.795,0.9316139272271016,0.9773
chr2,60721615,-0.00432041619188803,0.7938,0.9316139272271016,0.978
chr2,60721616,-0.004320416188197183,0.7958,0.9316139272271016,0.9745
chr2,60721617,-0.0043204161842302045,0.7956,0.9316139272271016,0.9659
chr2,60721618,-0.004320416179866591,0.7958,0.9316139272271016,0.9488
chr2,60721619,-0.004320416174935615,0.7972,0.9316139272271016,0.8596
chr2,60721620,-0.00432041616919048,0.7966,0.9316139272271016,0.7295
chr2,60721621,-0.004320416162265451,0.7986,0.9316139272271016,0.6515
chr2,60721622,-0.004320416153601563,0.7992,0.9316139272271016,0.5797
chr2,60721623,-0.004320416142311605,0.801,0.9316139272271016,0.5247
chr2,60721624,-0.00432041612691887,0.8026,0.9316139272271016,0.4381
chr2,60721625,-0.004320416104822761,0.8072,0.9316139272271016,0.4505
chr2,60721626,-0.004320416071084972,0.8106,0.9316139272271016,0.5046
chr2,60721627,-0.00432041601529958,0.8098,0.9316139272271016,0.5897
chr2,60721628,-0.004320415911370957,0.8104,0.9316139272271016,0.6326
chr2,60721629,-0.004320415665894944,0.8114,0.9316139272271016,0.7468
chr2,60721630,-0.004320414976168528,0.8072,0.9316139272271016,0.8924
chr2,60721631,-0.0020219132116219116,0.671,0.9115326111318641,0.9432
chr2,60721632,-0.0020219131995301413,0.67,0.9115326111318641,0.969
chr2,60721633,-0.002021913187399463,0.6712,0.9115326111318641,0.9827
chr2,60721634,-0.0020219131752250703,0.6722,0.9115326111318641,0.9883
chr2,60721635,-0.0020219131630027703,0.6728,0.9115326111318641,0.9894
chr2,60721636,-0.0020219131507292886,0.6744,0.9115326111318641,0.9879
chr2,60721637,-0.0020219131384025656,0.6728,0.9115326111318641,0.9914
chr2,60721638,-0.002021913126022003,0.6722,0.9115326111318641,0.9838
chr2,60721639,-0.002021913113588607,0.6732,0.9115326111318641,0.9319
chr2,60721640,-0.0020219131011049917,0.6744,0.9115326111318641,0.8058
chr2,60721641,-0.0020219130885752172,0.6744,0.9115326111318641,0.6074
chr2,60721642,-0.002021913076004458,0.6746,0.9115326111318641,0.458
chr2,60721643,-0.0020219130633985665,0.6742,0.9115326111318641,0.3193
chr2,60721644,-0.0020219130507635992,0.6742,0.9115326111318641,0.2105
chr2,60721645,-0.0020219130381053663,0.673,0.9115326111318641,0.1391
chr2,60721646,-0.002021913025429087,0.673,0.9115326111318641,0.0957
chr2,60721647,-0.0020219130127391545,0.6738,0.9115326111318641,0.0696
chr2,60721648,-0.002021913000039027,0.6744,0.9115326111318641,0.0546
chr2,60721649,-0.0020219129873312093,0.6748,0.9115326111318641,0.0475
chr2,60721650,-0.0020219129746172895,0.673,0.9115326111318641,0.0423
chr2,60721651,-0.0020219129618979964,0.6698,0.9115326111318641,0.0418
chr2,60721652,-0.002021912949173266,0.668,0.9115326111318641,0.0431
chr2,60721653,-0.002021912936442282,0.6694,0.9115326111318641,0.0485
chr2,60721654,-0.002021912923703502,0.67,0.9115326111318641,0.0553
chr2,60721655,-0.0020219129109546605,0.669,0.9115326111318641,0.0742
chr2,60721656,-0.0020219128981927657,0.6702,0.9115326111318641,0.0959
chr2,60721657,-0.0020219128854140856,0.671,0.9115326111318641,0.1347
chr2,60721658,-0.0020219128726141336,0.6712,0.9115326111318641,0.1873
chr2,60721659,-0.002021912859787641,0.6704,0.9115326111318641,0.2764
chr2,60721660,-0.0020219128469285263,0.6708,0.9115326111318641,0.3933
chr2,60721661,-0.002021912834029821,0.6712,0.9115326111318641,0.5296
chr2,60721662,-0.002021912821083561,0.6694,0.9115326111318641,0.672
chr2,60721663,-0.002021912808080536,0.6688,0.9115326111318641,0.7943
chr2,60721664,-0.0020219127950099757,0.6688,0.9115326111318641,0.8804
chr2,60721665,-0.00202191278185901,0.6682,0.9115326111318641,0.9375
chr2,60721666,-0.00202191276861189,0.6686,0.9115326111318641,0.9699
chr2,60721667,-0.0020219127552488854,0.668,0.9115326111318641,0.9931
chr2,60721668,-0.002021912741744749,0.6674,0.9115326111318641,0.9984
chr2,60721669,-0.0020219127280665422,0.6674,0.9115326111318641,0.9992
chr2,60721670,-0.002021912714170625,0.668,0.9115326111318641,0.9995
chr2,60721671,-0.002021912699998327,0.666,0.9115326111318641,0.9997
chr2,60721672,-0.0020219126854695867,0.6658,0.9115326111318641,0.9997
chr2,60721673,-0.002021912670473209,0.6666,0.9115326111318641,0.9997
chr2,60721674,-0.0020219126548513084,0.669,0.9115326111318641,0.9996
chr2,60721675,-0.0020219126383732534,0.6682,0.9115326111318641,0.9996
chr2,60721676,-0.0020219126206896055,0.6722,0.9115326111318641,0.9993
chr2,60721677,-0.0020219126012454187,0.6718,0.9115326111318641,0.9986
chr2,60721678,-0.0020219125791037665,0.671,0.9115326111318641,0.9978
chr2,60721679,-0.002021912552547118,0.6686,0.9115326111318641,0.9955
chr2,60721680,-0.00202191251802412,0.671,0.9115326111318641,0.992
chr2,60721681,-0.0020219124664910787,0.673,0.9115326111318641,0.9882
chr2,60721682,-0.0020219123617461958,0.6752,0.9115326111318641,0.9836
chr2,60721683,-0.002021911863331732,0.673,0.9115326111318641,0.9835
chr2,60721684,-0.00180131827705057,0.6238,0.8942496287612348,0.9862
chr2,60721685,-0.0018013179183045574,0.6286,0.8942496287612348,0.9897
chr2,60721686,-0.0018013178292406588,0.6236,0.8942496287612348,0.9927
chr2,60721687,-0.0018013177822935097,0.6218,0.8942496287612348,0.9984
chr2,60721688,-0.0018013177499907338,0.6244,0.8942496287612348,0.9999
chr2,60721689,-0.0018013177246349807,0.6256,0.8942496287612348,0.9998
chr2,60721690,-0.001801317703102755,0.6254,0.8942496287612348,0.9999
chr2,60721691,-0.001801317683867514,0.6236,0.8942496287612348,0.9999
chr2,60721692,-0.0018013176660933664,0.622,0.8942496287612348,0.9999
chr2,60721693,-0.0018013176492857426,0.6214,0.8942496287612348,0.9998
chr2,60721694,-0.0018013176331351823,0.6202,0.8942496287612348,0.9993
chr2,60721695,-0.0018013176174399613,0.62,0.8942496287612348,0.9979
chr2,60721696,-0.0018013176020645672,0.6206,0.8942496287612348,0.994
chr2,60721697,-0.0018013175869159071,0.622,0.8942496287612348,0.9666
chr2,60721698,-0.0018013175719289467,0.6222,0.8942496287612348,0.9318
chr2,60721699,-0.0018013175570576138,0.6236,0.8942496287612348,0.8822
chr2,60721700,-0.0018013175422689123,0.625,0.8942496287612348,0.8139
chr2,60721701,-0.002942784367352567,0.8652,0.9516393105533717,0.7461
chr2,60721702,-0.002942784443866138,0.8646,0.9516393105533717,0.6796
chr2,60721703,-0.00294278445973089,0.8648,0.9516393105533717,0.6209
chr2,60721704,-0.0029427844647166627,0.8664,0.9516393105533717,0.5725
chr2,60721705,-0.0029427844658995606,0.8672,0.9516393105533717,0.5175
chr2,60721706,-0.002942784465311838,0.8678,0.9516393105533717,0.4646
chr2,60721707,-0.0029427844637540156,0.8686,0.9516393105533717,0.4065
chr2,60721708,-0.002942784461605852,0.8686,0.9516393105533717,0.3458
chr2,60721709,-0.002942784459071506,0.869,0.9516393105533717,0.2804
chr2,60721710,-0.0029427844562713423,0.868,0.9516393105533717,0.22
chr2,60721711,-0.002942784453281669,0.867,0.9516393105533717,0.1657
chr2,60721712,-0.0029427844501538174,0.866,0.9516393105533717,0.1126
chr2,60721713,-0.002942784446924005,0.8662,0.9516393105533717,0.0857
chr2,60721714,-0.002942784443618722,0.8664,0.9516393105533717,0.0648
chr2,60721715,-0.002942784440257813,0.8666,0.9516393105533717,0.0538
chr2,60721716,-0.0029427844368563163,0.8668,0.9516393105533717,0.0483
chr2,60721717,-0.0029427844334256464,0.8666,0.9516393105533717,0.0406
chr2,60721718,-0.0029427844299743746,0.868,0.9516393105533717,0.0363
chr2,60721719,-0.0029427844265088286,0.8696,0.9516393105533717,0.033
chr2,60721720,-0.0029427844230336406,0.8686,0.9516393105533717,0.0314
chr2,60721721,-0.002942784419552088,0.8682,0.9516393105533717,0.0309
chr2,60721722,-0.002942784416066424,0.867,0.9516393105533717,0.0316
chr2,60721723,-0.0029427844125781513,0.864,0.9516393105533717,0.0342
chr2,60721724,-0.0029427844090882537,0.8668,0.9516393105533717,0.0378
chr2,60721725,-0.002942784405597336,0.8668,0.9516393105533717,0.0428
chr2,60721726,-0.0029427844021057597,0.8684,0.9516393105533717,0.0497
chr2,60721727,-0.0029427843986137405,0.8686,0.9516393105533717,0.0668
chr2,60721728,-0.0029427843951214225,0.8688,0.9516393105533717,0.0902
chr2,60721729,-0.002942784391628947,0.8688,0.9516393105533717,0.1238
chr2,60721730,-0.0029427843881365233,0.8688,0.9516393105533717,0.17
chr2,60721731,-0.002942784384644512,0.8694,0.9516393105533717,0.293
chr2,60721732,-0.0029427843811535414,0.87,0.9516393105533717,0.3895
chr2,60721733,-0.0029427843776646096,0.8704,0.9516393105533717,0.4924
chr2,60721734,-0.0029427843741792635,0.8702,0.9516393105533717,0.5886
chr2,60721735,-0.002942784370699768,0.8706,0.9516393105533717,0.6809
chr2,60721736,-0.002942784367229279,0.8688,0.9516393105533717,0.7476
chr2,60721737,-0.002942784363771985,0.8692,0.9516393105533717,0.6926
chr2,60721738,-0.0029427843603331756,0.8678,0.9516393105533717,0.7275
chr2,60721739,-0.0029427843569192393,0.869,0.9516393105533717,0.7524
chr2,60721740,-0.0029427843535374523,0.8694,0.9516393105533717,0.7703
chr2,60721741,-0.0029427843501956836,0.8684,0.9516393105533717,0.7782
chr2,60721742,-0.002942784346901963,0.8676,0.9516393105533717,0.8677
chr2,60721743,-0.0029427843436639883,0.8666,0.9516393105533717,0.9396
chr2,60721744,-0.002942784340488656,0.8682,0.9516393105533717,0.9805
chr2,60721745,-0.0029427843373817,0.8692,0.9516393105533717,0.9791
chr2,60721746,-0.0029427843343474936,0.8666,0.9516393105533717,0.977
chr2,60721747,-0.0029427843313890563,0.8672,0.9516393105533717,0.9732
chr2,60721748,-0.0029427843285082496,0.866,0.9516393105533717,0.966
chr2,60721749,-0.002942784325706123,0.8664,0.9516393105533717,0.9543
chr2,60721750,-0.002942784322983375,0.867,0.9516393105533717,0.9396
chr2,60721751,-0.002942784320340965,0.868,0.9516393105533717,0.9166
chr2,60721752,-0.002942784317780791,0.869,0.9516393105533717,0.8908
chr2,60721753,-0.002942784315306488,0.8708,0.9516393105533717,0.8599
chr2,60721754,-0.0029427843129243457,0.873,0.9537551390568318,0.8322
chr2,60721755,-0.002942784310644416,0.8754,0.9560881233000906,0.677
chr2,60721756,-0.002942784308481857,0.8806,0.9577154378573579,0.6772
chr2,60721757,-0.0029427843064587025,0.8802,0.9577154378573579,0.8264
chr2,60721758,-0.0029427843046063605,0.88,0.9577154378573579,0.8529
chr2,60721759,-0.0029427843029694242,0.8776,0.9577154378573579,0.8833
chr2,60721760,-0.002942784301611797,0.8796,0.9577154378573579,0.9124
chr2,60721761,-0.0029427843006269707,0.8796,0.9577154378573579,0.9328
chr2,60721762,-0.002942784300156062,0.8804,0.9577154378573579,0.949
chr2,60721763,-0.002942784300421006,0.8804,0.9577154378573579,0.9612
chr2,60721764,-0.0029427843017896865,0.8788,0.9577154378573579,0.9674
chr2,60721765,-0.002942784304915259,0.8804,0.9577154378573579,0.9727
chr2,60721766,-0.0029427843110691747,0.8788,0.9577154378573579,0.9752
chr2,60721767,-0.002942784323072508,0.8784,0.9577154378573579,0.9763
chr2,60721768,-0.002942784348585495,0.8814,0.9582971119133573,0.977
chr2,60721769,-0.00294278441740046,0.88,0.9577154378573579,0.9771
chr2,60721770,-0.0029427848141542366,0.8792,0.9577154378573579,0.9772
chr2,60721771,-0.005153003465683226,0.6224,0.8942496287612348,0.9764
chr2,60721772,-0.005153003462266478,0.6248,0.8942496287612348,0.9746
chr2,60721773,-0.005153003458735264,0.6222,0.8942496287612348,0.9721
chr2,60721774,-0.005153003455109764,0.6238,0.8942496287612348,0.9664
chr2,60721775,-0.005153003451403159,0.6246,0.8942496287612348,0.959
chr2,60721776,-0.005153003447624992,0.623,0.8942496287612348,0.9476
chr2,60721777,-0.005153003443783027,0.6236,0.8942496287612348,0.932
chr2,60721778,-0.005153003439884328,0.6206,0.8942496287612348,0.9156
chr2,60721779,-0.005153003435935845,0.6212,0.8942496287612348,0.8991
chr2,60721780,-0.005153003431944621,0.6232,0.8942496287612348,0.8852
chr2,60721781,-0.005153003427917783,0.6238,0.8942496287612348,0.7636
chr2,60721782,-0.005153003423862332,0.623,0.8942496287612348,0.6426
chr2,60721783,-0.00515300341978488,0.6228,0.8942496287612348,0.6559
chr2,60721784,-0.005153003415691365,0.622,0.8942496287612348,0.6725
chr2,60721785,-0.0051530034115868355,0.6234,0.8942496287612348,0.6903
chr2,60721786,-0.005153003407475317,0.624,0.8942496287612348,0.7031
chr2,60721787,-0.0030451629231746068,0.9006,0.9652205761316872,0.7054
chr2,60721788,-0.003045162658027978,0.9006,0.9652205761316872,0.6966
chr2,60721789,-0.0030451625752092376,0.901,0.9652205761316872,0.7868
chr2,60721790,-0.0030451625305991034,0.9012,0.9652205761316872,0.7516
chr2,60721791,-0.003045162500487914,0.9008,0.9652205761316872,0.697
chr2,60721792,-0.0030451624774588525,0.9008,0.9652205761316872,0.6253
chr2,60721793,-0.0030451624584513833,0.9024,0.9652205761316872,0.5451
chr2,60721794,-0.0030451624419770233,0.9032,0.9652205761316872,0.4778
chr2,60721795,-0.003045162427231542,0.9024,0.9652205761316872,0.4186
chr2,60721796,-0.0030451624137500795,0.9022,0.9652205761316872,0.3803
chr2,60721797,-0.0030451624012519315,0.903,0.9652205761316872,0.3628
chr2,60721798,-0.003045162389561479,0.9062,0.9652205761316872,0.3774
chr2,60721799,-0.003045162378563333,0.9062,0.9652205761316872,0.4105
chr2,60721800,-0.003045162368174938,0.9054,0.9652205761316872,0.5967
chr2,60721801,-0.003045162358329953,0.9026,0.9652205761316872,0.6735
chr2,60721802,-0.003045162348967718,0.9034,0.9652205761316872,0.7465
chr2,60721803,-0.003045162340029557,0.9042,0.9652205761316872,0.8039
chr2,60721804,-0.003045162331457704,0.9044,0.9652205761316872,0.8441
chr2,60721805,-0.003045162323196177,0.9048,0.9652205761316872,0.8643
chr2,60721806,-0.0030451623151922895,0.9042,0.9652205761316872,0.8699
chr2,60721807,-0.003045162307398058,0.9046,0.9652205761316872,0.8566
chr2,60721808,-0.0030451622997710766,0.9044,0.9652205761316872,0.8269
chr2,60721809,-0.0030451622922750554,0.9036,0.9652205761316872,0.7717
chr2,60721810,-0.0030451622848796972,0.9036,0.9652205761316872,0.6826
chr2,60721811,-0.003045162277560319,0.9042,0.9652205761316872,0.5654
chr2,60721812,-0.003045162270297227,0.9038,0.9652205761316872,0.4407
chr2,60721813,-0.003045162263074954,0.9046,0.9652205761316872,0.3173
chr2,60721814,-0.00304516225588142,0.9038,0.9652205761316872,0.2221
chr2,60721815,-0.0030451622487070807,0.904,0.9652205761316872,0.2146
chr2,60721816,-0.003045162241544108,0.9048,0.9652205761316872,0.1586
chr2,60721817,-0.003045162234385588,0.9062,0.9652205761316872,0.1295
chr2,60721818,-0.0030451622272247595,0.9046,0.9652205761316872,0.1207
chr2,60721819,-0.0030451622200542696,0.902,0.9652205761316872,0.1279
chr2,60721820,-0.0030451622128654402,0.9038,0.9652205761316872,0.1655
chr2,60721821,-0.0030451622056475083,0.9052,0.9652205761316872,0.2343
chr2,60721822,-0.003045162198386849,0.9058,0.9652205761316872,0.3636
chr2,60721823,-0.0030451621910661452,0.9074,0.9652205761316872,0.5624
chr2,60721824,-0.0030451621836634912,0.9066,0.9652205761316872,0.7744
chr2,60721825,-0.0030451621761513796,0.9072,0.9652205761316872,0.9214
chr2,60721826,-0.0030451621684954976,0.9072,0.9652205761316872,0.9982
chr2,60721827,-0.0030451621606532183,0.9072,0.9652205761316872,0.9997
chr2,60721828,-0.003045162152571591,0.9078,0.9652205761316872,1.0
chr2,60721829,-0.003045162144184584,0.9076,0.9652205761316872,1.0
chr2,60721830,-0.003045162135409154,0.9076,0.9652205761316872,1.0
chr2,60721831,-0.0030451621261395707,0.908,0.9652205761316872,1.0
chr2,60721832,-0.0030451621162390988,0.9082,0.9652205761316872,1.0
chr2,60721833,-0.0030451621055276254,0.9086,0.9652205761316872,1.0
chr2,60721834,-0.0030451620937631974,0.9082,0.9652205761316872,1.0
chr2,60721835,-0.003045162080613747,0.9078,0.9652205761316872,1.0
chr2,60721836,-0.0030451620656132437,0.9074,0.9652205761316872,0.9997
chr2,60721837,-0.0030451620480919893,0.9076,0.9652205761316872,0.9994
chr2,60721838,-0.0030451620270624466,0.9076,0.9652205761316872,0.9966
chr2,60721839,-0.0030451620010260795,0.9072,0.9652205761316872,0.978
chr2,60721840,-0.003045161967638478,0.9066,0.9652205761316872,0.9838
chr2,60721841,-0.003045161923126524,0.9066,0.9652205761316872,0.917
chr2,60721842,-0.0030451618613050345,0.9068,0.9652205761316872,0.7368
chr2,60721843,-0.0030451617720610056,0.9074,0.9652205761316872,0.4891
chr2,60721844,-0.0030451616394130514,0.9078,0.9652205761316872,0.2795
chr2,60721845,-0.0030451614394856096,0.9074,0.9652205761316872,0.1568
chr2,60721846,-0.0030451611371061895,0.9066,0.9652205761316872,0.0939
chr2,60721847,-0.003045160673587625,0.9068,0.9652205761316872,0.0624
chr2,60721848,-0.0030451599276384413,0.9066,0.9652205761316872,0.0459
chr2,60721849,-0.003045158609794412,0.907,0.9652205761316872,0.0368
chr2,60721850,-0.0030451559547476433,0.9074,0.9652205761316872,0.032
chr2,60721851,-0.0030451496519067036,0.9074,0.9652205761316872,0.0286
chr2,60721852,-0.0030451333514379566,0.9072,0.9652205761316872,0.0273
chr2,60721853,-0.0030450981150955073,0.9072,0.9652205761316872,0.0266
chr2,60721854,-0.003045043998094144,0.9068,0.9652205761316872,0.026
chr2,60721855,-0.0030449699435902843,0.907,0.9652205761316872,0.0255
chr2,60721856,-0.0030444439852731703,0.9064,0.9652205761316872,0.0253
chr2,60721857,-0.0030389182003225665,0.9048,0.9652205761316872,0.0251
chr2,60721858,-0.0018013152175555954,0.6326,0.8942496287612348,0.0252
chr2,60721859,-0.0018013152003075118,0.6296,0.8942496287612348,0.0252
chr2,60721860,-0.0018013151830595985,0.6304,0.8942496287612348,0.0255
chr2,60721861,-0.0018013151658120155,0.6308,0.8942496287612348,0.0255
chr2,60721862,-0.0018013151485650576,0.631,0.8942496287612348,0.0258
chr2,60721863,-0.0018013151313192469,0.6308,0.8942496287612348,0.0264
chr2,60721864,-0.0018013151140754842,0.6308,0.8942496287612348,0.0274
chr2,60721865,-0.0018013150968352715,0.6306,0.8942496287612348,0.0285
chr2,60721866,-0.0018013150796010375,0.6308,0.8942496287612348,0.0312
