,chr,group,lfc,pos
652,chr2,47,-0.24761520924547578,60816448
653,chr2,47,-0.38246792661577506,60816508
654,chr2,47,0.09393761950194585,60816538
655,chr2,48,0.5997868816587918,60823558
656,chr2,48,0.32120501128307277,60823588
657,chr2,48,0.5149386741056511,60823648
658,chr2,48,0.12351666156392278,60823678
659,chr2,48,0.5364003331255254,60823708
660,chr2,48,-0.32363900987343847,60823738
661,chr2,48,-0.8670737479068165,60823768
662,chr2,48,0.10952090145280453,60823798
663,chr2,48,0.20035836874314017,60823828
664,chr2,48,0.7543065605878639,60823858
665,chr2,48,-0.21974271333884546,60823888
666,chr2,48,-0.0731089890626589,60823918
667,chr2,49,-0.1950564352531816,60855118
668,chr2,49,-0.5578482222191239,60855148
669,chr2,49,0.4292496212109348,60855178
670,chr2,49,-0.8016189973143524,60855208
671,chr2,49,1.2850651266840951,60855238
672,chr2,49,0.8339152426187234,60855268
673,chr2,49,0.23630863250915204,60855298
674,chr2,49,-0.31081889564082493,60855328
675,chr2,49,-0.2763188832471974,60855358
676,chr2,49,0.17457530594166937,60855388
677,chr2,49,-0.1934085392434767,60855418
678,chr2,49,-0.043165057969739525,60855478
679,chr2,50,0.2793048048419202,60869458
680,chr2,50,0.9665680352224368,60869488
681,chr2,50,0.5934733213707355,60869518
682,chr2,50,0.6178481078425563,60869548
683,chr2,50,-0.44752668203355483,60869608
684,chr2,50,-0.06830906433165887,60869668
685,chr2,50,-0.08761052042970416,60869698
686,chr2,50,-0.11814425155949125,60869728
687,chr2,50,0.4897111951540793,60869788
688,chr2,51,0.07262543257166408,60901678
689,chr2,51,-0.05587452399163256,60901708
690,chr2,51,0.0243179086102574,60901738
691,chr2,51,0.19907147787482254,60901768
692,chr2,51,-0.08872055465292808,60901798
693,chr2,51,-0.5918433857557369,60901828
694,chr2,51,-0.18332131074272862,60901858
695,chr2,51,-0.27454063049118044,60901888
696,chr2,51,-0.2367566023266116,60901918
697,chr2,51,0.15800187495955664,60901948
698,chr2,51,-0.41338109180696747,60901978
699,chr2,51,0.6222277327866917,60902038
700,chr2,52,-0.6542552379759903,60904228
701,chr2,52,0.09313993187112357,60904258
702,chr2,52,-0.2826858050444973,60904288
703,chr2,52,-0.14944245304177795,60904318
704,chr2,52,-0.16938133164491018,60904348
705,chr2,52,0.20710891053877642,60904378
706,chr2,52,-0.03775458333581224,60904408
707,chr2,52,0.2804356920635109,60904438
708,chr2,52,0.3409334002728151,60904468
709,chr2,52,-0.23346066502446697,60904498
710,chr2,53,-0.046843967018509125,60934828
711,chr2,53,0.14632185068941647,60934858
712,chr2,53,0.19204434069957435,60934918
713,chr2,53,0.6143311587945209,60934948
714,chr2,53,-0.3888755278909574,60934978
715,chr2,53,1.8917021278234187,60935008
716,chr2,53,-0.5829940251996141,60935068
717,chr2,53,-0.08296407979198756,60935098
718,chr2,53,0.42350654064808985,60935128
719,chr2,53,-0.31003803356090015,60935158
720,chr2,53,0.15539583922175385,60935188
